,County,Agency,Year,Months Reported,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Region
194,Herkimer,Herkimer County State Police,2018,12.0,213.0,25.0,0.0,16.0,0.0,9.0,188.0,65.0,113.0,10.0,Non-New York City
195,Herkimer,Herkimer Vg PD,2018,6.0,146.0,13.0,0.0,4.0,2.0,7.0,133.0,17.0,114.0,2.0,Non-New York City
196,Herkimer,Ilion Vg PD,2018,12.0,184.0,21.0,0.0,1.0,4.0,16.0,163.0,24.0,132.0,7.0,Non-New York City
197,Herkimer,Little Falls City PD,2018,12.0,71.0,11.0,0.0,1.0,0.0,10.0,60.0,15.0,43.0,2.0,Non-New York City
198,Jefferson,Adams Vg PD,2018,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,Non-New York City
199,Jefferson,Alexandria Bay Vg PD,2018,12.0,10.0,1.0,0.0,0.0,0.0,1.0,9.0,1.0,8.0,0.0,Non-New York City
200,Jefferson,Black River Vg PD,2018,12.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,Non-New York City
201,Jefferson,Brownville Vg PD,2018,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,Non-New York City
202,Jefferson,Carthage Vg PD,2018,12.0,50.0,5.0,0.0,3.0,0.0,2.0,45.0,7.0,35.0,3.0,Non-New York City
203,Jefferson,Clayton Vg PD,2018,12.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,Non-New York City
204,Jefferson,County Total,2018,11.727994705493051,2002.0,254.0,0.0,106.0,21.0,127.0,1748.0,242.0,1464.0,42.0,Non-New York City
205,Jefferson,Dexter Vg PD,2018,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Non-New York City
206,Jefferson,Jefferson County Park PD,2018,12.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,Non-New York City
207,Jefferson,Jefferson County Sheriff,2018,12.0,271.0,17.0,0.0,5.0,1.0,11.0,254.0,23.0,227.0,4.0,Non-New York City
208,Jefferson,Jefferson County State Police,2018,12.0,554.0,55.0,0.0,32.0,1.0,22.0,499.0,76.0,408.0,15.0,Non-New York City
209,Jefferson,Watertown City PD,2018,12.0,1079.0,175.0,0.0,65.0,19.0,91.0,904.0,130.0,755.0,19.0,Non-New York City
210,Jefferson,West Carthage Vg PD,2018,12.0,15.0,1.0,0.0,1.0,0.0,0.0,14.0,1.0,12.0,1.0,Non-New York City
211,Kings,County Total,2018,12.0,50106.0,14384.0,98.0,802.0,4157.0,9327.0,35722.0,3585.0,30417.0,1720.0,New York City
212,Lewis,County Total,2018,11.727994705493051,206.0,31.0,0.0,16.0,1.0,14.0,175.0,50.0,117.0,8.0,Non-New York City
213,Lewis,Lewis County Sheriff,2018,12.0,77.0,9.0,0.0,4.0,0.0,5.0,68.0,27.0,39.0,2.0,Non-New York City
214,Lewis,Lewis County State Police,2018,12.0,98.0,13.0,0.0,10.0,1.0,2.0,85.0,20.0,61.0,4.0,Non-New York City
215,Lewis,Lowville Vg PD,2018,12.0,31.0,9.0,0.0,2.0,0.0,7.0,22.0,3.0,17.0,2.0,Non-New York City
216,Livingston,Caledonia Vg PD,2018,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,Non-New York City
217,Livingston,County Total,2018,11.727994705493051,633.0,58.0,0.0,23.0,5.0,30.0,575.0,61.0,493.0,21.0,Non-New York City
218,Livingston,Dansville Vg PD,2018,12.0,88.0,3.0,0.0,1.0,0.0,2.0,85.0,14.0,69.0,2.0,Non-New York City
219,Livingston,Geneseo Vg PD,2018,12.0,90.0,4.0,0.0,3.0,1.0,0.0,86.0,9.0,77.0,0.0,Non-New York City
220,Livingston,Livingston County Park PD,2018,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,Non-New York City
221,Livingston,Livingston County Sheriff,2018,12.0,283.0,23.0,0.0,10.0,2.0,11.0,260.0,30.0,215.0,15.0,Non-New York City
222,Livingston,Livingston County State Police,2018,12.0,48.0,22.0,0.0,9.0,0.0,13.0,26.0,0.0,23.0,3.0,Non-New York City
223,Livingston,Mount Morris Vg PD,2018,12.0,59.0,6.0,0.0,0.0,2.0,4.0,53.0,5.0,48.0,0.0,Non-New York City
224,Livingston,Nunda Town and Vg PD,2018,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
225,Livingston,SUNY Police - Geneseo,2018,12.0,59.0,0.0,0.0,0.0,0.0,0.0,59.0,3.0,56.0,0.0,Non-New York City
226,Madison,Canastota Vg PD,2018,12.0,45.0,5.0,0.0,1.0,0.0,4.0,40.0,2.0,36.0,2.0,Non-New York City
227,Madison,Cazenovia Vg PD,2018,12.0,36.0,1.0,0.0,0.0,0.0,1.0,35.0,3.0,30.0,2.0,Non-New York City
228,Madison,Chittenango Vg PD,2018,12.0,29.0,4.0,0.0,0.0,0.0,4.0,25.0,2.0,20.0,3.0,Non-New York City
229,Madison,County Total,2018,11.727994705493051,936.0,134.0,1.0,64.0,5.0,64.0,802.0,108.0,661.0,33.0,Non-New York City
230,Madison,Hamilton Vg PD,2018,12.0,10.0,1.0,0.0,1.0,0.0,0.0,9.0,3.0,6.0,0.0,Non-New York City
231,Madison,Madison County Park PD,2018,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
232,Madison,Madison County Sheriff,2018,12.0,152.0,23.0,1.0,10.0,0.0,12.0,129.0,26.0,99.0,4.0,Non-New York City
233,Madison,Madison County State Police,2018,12.0,200.0,41.0,0.0,30.0,0.0,11.0,159.0,32.0,115.0,12.0,Non-New York City
234,Madison,Oneida City PD,2018,12.0,430.0,53.0,0.0,16.0,5.0,32.0,377.0,37.0,330.0,10.0,Non-New York City
235,Madison,SUNY Police - Morrisville,2018,12.0,33.0,6.0,0.0,6.0,0.0,0.0,27.0,3.0,24.0,0.0,Non-New York City
236,Monroe,Brighton Town PD,2018,12.0,645.0,32.0,0.0,9.0,15.0,8.0,613.0,62.0,537.0,14.0,Non-New York City
237,Monroe,Brockport Vg PD,2018,12.0,97.0,14.0,0.0,2.0,1.0,11.0,83.0,9.0,71.0,3.0,Non-New York City
238,Monroe,County Total,2018,11.727994705493051,16808.0,2265.0,37.0,275.0,682.0,1271.0,14543.0,2125.0,11511.0,907.0,Non-New York City
239,Monroe,East Rochester Vg PD,2018,12.0,107.0,11.0,0.0,3.0,5.0,3.0,96.0,13.0,78.0,5.0,Non-New York City
240,Monroe,Fairport Vg PD,2018,12.0,23.0,1.0,0.0,1.0,0.0,0.0,22.0,4.0,17.0,1.0,Non-New York City
241,Monroe,Gates Town PD,2018,12.0,879.0,56.0,1.0,6.0,18.0,31.0,823.0,64.0,706.0,53.0,Non-New York City
242,Monroe,Greece Town PD,2018,12.0,2229.0,189.0,1.0,30.0,52.0,106.0,2040.0,291.0,1654.0,95.0,Non-New York City
243,Monroe,Irondequoit Town PD,2018,12.0,1013.0,91.0,0.0,14.0,30.0,47.0,922.0,132.0,736.0,54.0,Non-New York City
244,Monroe,Monroe County Park PD,2018,12.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,Non-New York City
245,Monroe,Monroe County Sheriff,2018,12.0,2410.0,186.0,6.0,47.0,33.0,100.0,2224.0,283.0,1855.0,86.0,Non-New York City
246,Monroe,Monroe County State Police,2018,12.0,99.0,26.0,0.0,24.0,0.0,2.0,73.0,3.0,62.0,8.0,Non-New York City
247,Monroe,Ogden Town PD,2018,12.0,203.0,8.0,0.0,1.0,3.0,4.0,195.0,23.0,167.0,5.0,Non-New York City
248,Monroe,Rochester City PD,2018,12.0,8651.0,1615.0,29.0,131.0,516.0,939.0,7036.0,1178.0,5285.0,573.0,Non-New York City
249,Monroe,SUNY Police - Brockport,2018,12.0,52.0,1.0,0.0,0.0,1.0,0.0,51.0,12.0,38.0,1.0,Non-New York City
250,Monroe,Webster Town and Vg PD,2018,12.0,396.0,35.0,0.0,7.0,8.0,20.0,361.0,51.0,301.0,9.0,Non-New York City
251,Montgomery,Amsterdam City PD,2018,12.0,226.0,25.0,0.0,6.0,7.0,12.0,201.0,45.0,148.0,8.0,Non-New York City
252,Montgomery,Canajoharie Vg PD,2018,12.0,20.0,6.0,0.0,0.0,0.0,6.0,14.0,4.0,10.0,0.0,Non-New York City
253,Montgomery,County Total,2018,11.727994705493051,713.0,78.0,1.0,29.0,9.0,39.0,635.0,111.0,499.0,25.0,Non-New York City
254,Montgomery,Fort Plain Vg PD,2018,12.0,124.0,20.0,1.0,8.0,1.0,10.0,104.0,25.0,75.0,4.0,Non-New York City
255,Montgomery,Montgomery County Sheriff,2018,12.0,197.0,7.0,0.0,2.0,0.0,5.0,190.0,19.0,164.0,7.0,Non-New York City
256,Montgomery,Montgomery County State Police,2018,12.0,128.0,18.0,0.0,13.0,1.0,4.0,110.0,14.0,90.0,6.0,Non-New York City
257,Montgomery,St Johnsville Vg PD,2018,12.0,18.0,2.0,0.0,0.0,0.0,2.0,16.0,4.0,12.0,0.0,Non-New York City
258,Nassau,Centre Island Vg PD,2018,12.0,4.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,Non-New York City
259,Nassau,County Total,2018,11.727994705493051,13457.0,1506.0,15.0,27.0,512.0,952.0,11951.0,1019.0,10261.0,671.0,Non-New York City
260,Nassau,Floral Park Vg PD,2018,12.0,54.0,8.0,0.0,1.0,4.0,3.0,46.0,8.0,31.0,7.0,Non-New York City
261,Nassau,Freeport Vg PD,2018,12.0,492.0,70.0,0.0,2.0,26.0,42.0,422.0,23.0,371.0,28.0,Non-New York City
262,Nassau,Garden City Vg PD,2018,12.0,368.0,10.0,0.0,0.0,3.0,7.0,358.0,26.0,321.0,11.0,Non-New York City
263,Nassau,Glen Cove City PD,2018,12.0,115.0,4.0,0.0,0.0,4.0,0.0,111.0,7.0,102.0,2.0,Non-New York City
264,Nassau,Hempstead Vg PD,2018,12.0,911.0,322.0,4.0,9.0,114.0,195.0,589.0,106.0,369.0,114.0,Non-New York City
265,Nassau,Kings Point Vg PD,2018,12.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,8.0,1.0,Non-New York City
266,Nassau,Lake Success Vg PD,2018,12.0,24.0,1.0,0.0,0.0,1.0,0.0,23.0,5.0,16.0,2.0,Non-New York City
267,Nassau,Long Beach City PD,2018,12.0,109.0,29.0,0.0,0.0,6.0,23.0,80.0,5.0,71.0,4.0,Non-New York City
268,Nassau,Lynbrook Vg PD,2018,12.0,117.0,12.0,0.0,0.0,2.0,10.0,105.0,8.0,84.0,13.0,Non-New York City
269,Nassau,Malverne Vg PD,2018,12.0,19.0,2.0,0.0,0.0,1.0,1.0,17.0,2.0,13.0,2.0,Non-New York City
270,Nassau,Nassau County MTA,2018,12.0,43.0,2.0,0.0,0.0,1.0,1.0,41.0,0.0,41.0,0.0,Non-New York City
271,Nassau,Nassau County Park PD,2018,12.0,48.0,5.0,0.0,0.0,1.0,4.0,43.0,0.0,42.0,1.0,Non-New York City
272,Nassau,Nassau County PD,2018,12.0,10650.0,1000.0,11.0,13.0,337.0,639.0,9650.0,786.0,8406.0,458.0,Non-New York City
273,Nassau,Nassau County State Police,2018,12.0,16.0,8.0,0.0,1.0,0.0,7.0,8.0,0.0,7.0,1.0,Non-New York City
274,Nassau,Old Brookville Vg PD,2018,12.0,33.0,0.0,0.0,0.0,0.0,0.0,33.0,7.0,23.0,3.0,Non-New York City
275,Nassau,Old Westbury Vg PD,2018,12.0,36.0,5.0,0.0,0.0,1.0,4.0,31.0,6.0,18.0,7.0,Non-New York City
276,Nassau,Oyster Bay Cove Vg PD,2018,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,Non-New York City
277,Nassau,Port Washington Police District,2018,23.0,194.0,6.0,0.0,1.0,2.0,3.0,188.0,10.0,170.0,8.0,Non-New York City
278,Nassau,Rockville Centre Vg PD,2018,12.0,200.0,20.0,0.0,0.0,8.0,12.0,180.0,16.0,156.0,8.0,Non-New York City
279,Nassau,Sands Point Vg PD,2018,12.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,8.0,1.0,Non-New York City
280,New York,County Total,2018,12.0,49830.0,8951.0,31.0,640.0,2731.0,5549.0,40879.0,2455.0,37682.0,742.0,New York City
281,Niagara,County Total,2018,11.727994705493051,4241.0,594.0,3.0,86.0,151.0,354.0,3647.0,507.0,2866.0,274.0,Non-New York City
282,Niagara,Lewiston Town PD,2018,12.0,168.0,13.0,0.0,3.0,1.0,9.0,155.0,18.0,103.0,34.0,Non-New York City
283,Niagara,Middleport Vg PD,2018,12.0,29.0,1.0,0.0,0.0,0.0,1.0,28.0,2.0,24.0,2.0,Non-New York City
284,Niagara,Niagara County Park PD,2018,12.0,40.0,4.0,0.0,0.0,2.0,2.0,36.0,1.0,35.0,0.0,Non-New York City
285,Niagara,Niagara County Sheriff,2018,12.0,656.0,59.0,0.0,16.0,10.0,33.0,597.0,102.0,457.0,38.0,Non-New York City
286,Niagara,Niagara County State Police,2018,12.0,249.0,35.0,0.0,24.0,0.0,11.0,214.0,30.0,179.0,5.0,Non-New York City
287,Niagara,Niagara Falls City PD,2018,12.0,2380.0,418.0,2.0,24.0,124.0,268.0,1962.0,297.0,1507.0,158.0,Non-New York City
288,Niagara,Niagara Town PD,2018,12.0,270.0,17.0,0.0,3.0,3.0,11.0,253.0,19.0,222.0,12.0,Non-New York City
289,Niagara,North Tonawanda City PD,2018,12.0,447.0,47.0,1.0,16.0,11.0,19.0,400.0,38.0,337.0,25.0,Non-New York City
290,Niagara,Youngstown Vg PD,2018,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
291,Oneida,Boonville Vg PD,2018,12.0,16.0,4.0,0.0,0.0,0.0,4.0,12.0,1.0,11.0,0.0,Non-New York City
292,Oneida,Camden Vg PD,2018,12.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,16.0,0.0,Non-New York City
293,Oneida,County Total,2018,11.727994705493051,4642.0,644.0,7.0,193.0,105.0,339.0,3998.0,608.0,3231.0,159.0,Non-New York City
294,Oneida,Kirkland Town PD,2018,12.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,4.0,1.0,Non-New York City
295,Oneida,New Hartford Town and Vg PD,2018,12.0,700.0,5.0,0.0,2.0,1.0,2.0,695.0,33.0,654.0,8.0,Non-New York City
296,Oneida,New York Mills Vg PD,2018,12.0,33.0,0.0,0.0,0.0,0.0,0.0,33.0,5.0,25.0,3.0,Non-New York City
297,Oneida,Oneida County Park PD,2018,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
298,Oneida,Oneida County Sheriff,2018,12.0,398.0,108.0,0.0,92.0,1.0,15.0,290.0,47.0,225.0,18.0,Non-New York City
299,Oneida,Oneida County State Police,2018,12.0,468.0,90.0,1.0,42.0,1.0,46.0,378.0,59.0,303.0,16.0,Non-New York City
300,Oneida,Oriskany Vg PD,2018,12.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,7.0,0.0,Non-New York City
301,Oneida,Rome City PD,2018,12.0,589.0,49.0,0.0,9.0,13.0,27.0,540.0,116.0,411.0,13.0,Non-New York City
302,Oneida,Sherrill City PD,2018,12.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,0.0,Non-New York City
303,Oneida,SUNY Police - Polytechnic Institute,2018,12.0,10.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,9.0,0.0,Non-New York City
304,Oneida,Utica City PD,2018,12.0,2295.0,381.0,6.0,45.0,88.0,242.0,1914.0,328.0,1492.0,94.0,Non-New York City
305,Oneida,Vernon Vg PD,2018,12.0,10.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,8.0,0.0,Non-New York City
306,Oneida,Whitesboro Vg PD,2018,12.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,14.0,0.0,Non-New York City
307,Oneida,Whitestown Town PD,2018,12.0,30.0,2.0,0.0,2.0,0.0,0.0,28.0,3.0,19.0,6.0,Non-New York City
308,Oneida,Yorkville Vg PD,2018,12.0,35.0,3.0,0.0,0.0,0.0,3.0,32.0,6.0,26.0,0.0,Non-New York City
309,Onondaga,Baldwinsville Vg PD,2018,12.0,53.0,2.0,0.0,0.0,0.0,2.0,51.0,1.0,48.0,2.0,Non-New York City
310,Onondaga,Camillus Town and Vg PD,2018,12.0,289.0,14.0,0.0,2.0,2.0,10.0,275.0,17.0,249.0,9.0,Non-New York City
311,Onondaga,Cicero Town PD,2018,12.0,229.0,11.0,0.0,2.0,0.0,9.0,218.0,12.0,191.0,15.0,Non-New York City
312,Onondaga,County Total,2018,11.727994705493051,9878.0,1363.0,28.0,192.0,332.0,811.0,8515.0,1300.0,6509.0,706.0,Non-New York City
313,Onondaga,DeWitt Town PD,2018,12.0,618.0,34.0,2.0,3.0,8.0,21.0,584.0,64.0,500.0,20.0,Non-New York City
314,Onondaga,Geddes Town PD,2018,12.0,222.0,7.0,0.0,0.0,2.0,5.0,215.0,16.0,193.0,6.0,Non-New York City
315,Onondaga,Jordan Vg PD,2018,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Non-New York City
316,Onondaga,Liverpool Vg PD,2018,12.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,17.0,0.0,Non-New York City
317,Onondaga,Manlius Town PD,2018,12.0,279.0,18.0,0.0,3.0,4.0,11.0,261.0,36.0,217.0,8.0,Non-New York City
318,Onondaga,Marcellus Vg PD,2018,12.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,Non-New York City
319,Onondaga,North Syracuse Vg PD,2018,1.0,7.0,1.0,0.0,1.0,0.0,0.0,6.0,2.0,4.0,0.0,Non-New York City
320,Onondaga,Onondaga County Park PD,2018,12.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,Non-New York City
321,Onondaga,Onondaga County Park Rangers,2018,12.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,12.0,0.0,Non-New York City
322,Onondaga,Onondaga County Sheriff,2018,12.0,1833.0,176.0,3.0,44.0,24.0,105.0,1657.0,236.0,1328.0,93.0,Non-New York City
323,Onondaga,Onondaga County State Police,2018,12.0,594.0,71.0,0.0,42.0,5.0,24.0,523.0,62.0,429.0,32.0,Non-New York City
324,Onondaga,Skaneateles Vg PD,2018,12.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,12.0,1.0,Non-New York City
325,Onondaga,Solvay Vg PD,2018,12.0,124.0,16.0,0.0,3.0,2.0,11.0,108.0,13.0,86.0,9.0,Non-New York City
326,Onondaga,SUNY Police - Environmental Science,2018,12.0,21.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,20.0,1.0,Non-New York City
327,Onondaga,SUNY Police - Upstate Medical,2018,12.0,117.0,7.0,0.0,0.0,0.0,7.0,110.0,2.0,105.0,3.0,Non-New York City
328,Onondaga,Syracuse City PD,2018,12.0,5426.0,1006.0,23.0,92.0,285.0,606.0,4420.0,831.0,3083.0,506.0,Non-New York City
329,Ontario,Canandaigua City PD,2018,12.0,218.0,24.0,0.0,8.0,1.0,15.0,194.0,22.0,167.0,5.0,Non-New York City
330,Ontario,Clifton Springs Vg PD,2018,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
331,Ontario,County Total,2018,11.727994705493051,1452.0,129.0,0.0,55.0,12.0,62.0,1323.0,208.0,1089.0,26.0,Non-New York City
332,Ontario,Geneva City PD,2018,12.0,252.0,31.0,0.0,8.0,8.0,15.0,221.0,58.0,160.0,3.0,Non-New York City
333,Ontario,Ontario County Sheriff,2018,12.0,692.0,41.0,0.0,17.0,2.0,22.0,651.0,93.0,549.0,9.0,Non-New York City
334,Ontario,Ontario County State Police,2018,12.0,286.0,33.0,0.0,22.0,1.0,10.0,253.0,34.0,210.0,9.0,Non-New York City
335,Ontario,Phelps Vg PD,2018,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,Non-New York City
336,Orange,Blooming Grove Town PD,2018,12.0,89.0,8.0,0.0,1.0,0.0,7.0,81.0,25.0,48.0,8.0,Non-New York City
337,Orange,Chester Town PD,2018,12.0,21.0,3.0,0.0,0.0,0.0,3.0,18.0,0.0,16.0,2.0,Non-New York City
338,Orange,Chester Vg PD,2018,9.0,22.0,2.0,0.0,0.0,2.0,0.0,20.0,1.0,18.0,1.0,Non-New York City
339,Orange,Cornwall-on-Hudson Vg PD,2018,12.0,10.0,1.0,0.0,1.0,0.0,0.0,9.0,1.0,8.0,0.0,Non-New York City
340,Orange,Cornwall Town PD,2018,10.0,19.0,1.0,0.0,0.0,1.0,0.0,18.0,0.0,17.0,1.0,Non-New York City
341,Orange,County Total,2018,11.727994705493051,5905.0,783.0,5.0,138.0,181.0,459.0,5122.0,559.0,4421.0,142.0,Non-New York City
342,Orange,Crawford Town PD,2018,12.0,91.0,7.0,0.0,1.0,1.0,5.0,84.0,19.0,64.0,1.0,Non-New York City
343,Orange,Deerpark Town PD,2018,12.0,69.0,6.0,0.0,1.0,0.0,5.0,63.0,13.0,50.0,0.0,Non-New York City
344,Orange,Florida Vg PD,2018,12.0,5.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,1.0,Non-New York City
345,Orange,Goshen Town PD,2018,12.0,44.0,2.0,0.0,0.0,0.0,2.0,42.0,9.0,28.0,5.0,Non-New York City
346,Orange,Goshen Vg PD,2018,12.0,42.0,5.0,0.0,1.0,1.0,3.0,37.0,2.0,34.0,1.0,Non-New York City
347,Orange,Greenwood Lake Vg PD,2018,12.0,21.0,4.0,0.0,1.0,0.0,3.0,17.0,2.0,13.0,2.0,Non-New York City
348,Orange,Harriman Vg PD,2018,12.0,31.0,3.0,0.0,0.0,1.0,2.0,28.0,1.0,25.0,2.0,Non-New York City
349,Orange,Highland Falls Vg PD,2018,12.0,17.0,1.0,0.0,0.0,0.0,1.0,16.0,3.0,13.0,0.0,Non-New York City
350,Orange,Highlands Town PD,2018,12.0,5.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,0.0,Non-New York City
351,Orange,Maybrook Vg PD,2018,12.0,11.0,3.0,0.0,0.0,0.0,3.0,8.0,0.0,7.0,1.0,Non-New York City
352,Orange,Middletown City PD,2018,12.0,620.0,110.0,0.0,20.0,28.0,62.0,510.0,71.0,421.0,18.0,Non-New York City
353,Orange,Monroe Vg PD,2018,12.0,92.0,4.0,0.0,0.0,2.0,2.0,88.0,6.0,79.0,3.0,Non-New York City
354,Orange,Montgomery Town PD,2018,12.0,38.0,8.0,0.0,1.0,1.0,6.0,30.0,9.0,18.0,3.0,Non-New York City
355,Orange,Montgomery Vg PD,2018,12.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,13.0,1.0,Non-New York City
356,Orange,Newburgh City PD,2018,12.0,986.0,329.0,2.0,24.0,102.0,201.0,657.0,141.0,475.0,41.0,Non-New York City
357,Orange,Newburgh Town PD,2018,12.0,1012.0,34.0,0.0,2.0,10.0,22.0,978.0,43.0,926.0,9.0,Non-New York City
358,Orange,New Windsor Town PD,2018,12.0,369.0,40.0,0.0,2.0,2.0,36.0,329.0,33.0,287.0,9.0,Non-New York City
359,Orange,Orange County MTA,2018,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
360,Orange,Orange County Park PD,2018,7.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,Non-New York City
361,Orange,Orange County Sheriff,2018,7.0,12.0,3.0,0.0,0.0,0.0,3.0,9.0,0.0,9.0,0.0,Non-New York City
362,Orange,Orange County State Police,2018,12.0,802.0,108.0,3.0,67.0,5.0,33.0,694.0,56.0,623.0,15.0,Non-New York City
363,Orange,Port Jervis City PD,2018,12.0,188.0,24.0,0.0,3.0,9.0,12.0,164.0,36.0,128.0,0.0,Non-New York City
364,Orange,Tuxedo Park Vg PD,2018,12.0,11.0,1.0,0.0,0.0,0.0,1.0,10.0,5.0,5.0,0.0,Non-New York City
365,Orange,Tuxedo Town PD,2018,12.0,7.0,1.0,0.0,1.0,0.0,0.0,6.0,2.0,3.0,1.0,Non-New York City
366,Orange,Walden Vg PD,2018,12.0,69.0,8.0,0.0,1.0,0.0,7.0,61.0,6.0,55.0,0.0,Non-New York City
367,Orange,Wallkill Town PD,2018,12.0,588.0,47.0,0.0,8.0,13.0,26.0,541.0,52.0,480.0,9.0,Non-New York City
368,Orange,Warwick Town PD,2018,12.0,129.0,9.0,0.0,1.0,0.0,8.0,120.0,20.0,94.0,6.0,Non-New York City
369,Orange,Washingtonville Vg PD,2018,12.0,40.0,2.0,0.0,1.0,0.0,1.0,38.0,1.0,37.0,0.0,Non-New York City
370,Orange,Woodbury Town PD,2018,12.0,423.0,7.0,0.0,1.0,3.0,3.0,416.0,0.0,414.0,2.0,Non-New York City
371,Orleans,Albion Vg PD,2018,12.0,189.0,24.0,0.0,9.0,2.0,13.0,165.0,30.0,126.0,9.0,Non-New York City
372,Orleans,County Total,2018,11.727994705493051,594.0,64.0,0.0,18.0,8.0,38.0,530.0,104.0,407.0,19.0,Non-New York City
373,Orleans,Holley Vg PD,2018,12.0,21.0,2.0,0.0,0.0,0.0,2.0,19.0,3.0,15.0,1.0,Non-New York City
374,Orleans,Medina Vg PD,2018,12.0,108.0,12.0,0.0,2.0,3.0,7.0,96.0,23.0,71.0,2.0,Non-New York City
375,Orleans,Orleans County Sheriff,2018,12.0,184.0,14.0,0.0,2.0,3.0,9.0,170.0,37.0,130.0,3.0,Non-New York City
376,Orleans,Orleans County State Police,2018,12.0,92.0,12.0,0.0,5.0,0.0,7.0,80.0,11.0,65.0,4.0,Non-New York City
377,Oswego,Central Square Vg PD,2018,12.0,52.0,1.0,0.0,0.0,0.0,1.0,51.0,4.0,47.0,0.0,Non-New York City
378,Oswego,County Total,2018,11.727994705493051,2030.0,188.0,2.0,78.0,21.0,87.0,1842.0,264.0,1498.0,80.0,Non-New York City
379,Oswego,Fulton City PD,2018,12.0,404.0,8.0,0.0,1.0,5.0,2.0,396.0,66.0,324.0,6.0,Non-New York City
380,Oswego,Oswego City PD,2018,12.0,491.0,36.0,0.0,6.0,7.0,23.0,455.0,36.0,394.0,25.0,Non-New York City
381,Oswego,Oswego County Sheriff,2018,12.0,364.0,57.0,2.0,18.0,7.0,30.0,307.0,48.0,240.0,19.0,Non-New York City
382,Oswego,Oswego County State Police,2018,12.0,611.0,83.0,0.0,50.0,2.0,31.0,528.0,102.0,397.0,29.0,Non-New York City
383,Oswego,Phoenix Vg PD,2018,12.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,14.0,0.0,Non-New York City
384,Oswego,Pulaski Vg PD,2018,12.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,21.0,1.0,Non-New York City
385,Oswego,SUNY Police - Oswego,2018,12.0,67.0,3.0,0.0,3.0,0.0,0.0,64.0,3.0,61.0,0.0,Non-New York City
386,Otsego,Cooperstown Vg PD,2018,12.0,5.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,0.0,Non-New York City
387,Otsego,County Total,2018,11.727994705493051,716.0,95.0,0.0,42.0,3.0,50.0,621.0,108.0,499.0,14.0,Non-New York City
