,County,Agency,Year,Months Reported,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Region
16823,Orleans,County Total,1994,11.727994705493051,990.0,66.0,1.0,5.0,14.0,46.0,924.0,211.0,685.0,28.0,Non-New York City
16824,Orleans,Holley Vg PD,1994,11.727994705493051,52.0,11.0,0.0,0.0,1.0,10.0,41.0,9.0,29.0,3.0,Non-New York City
16825,Orleans,Medina Vg PD,1994,11.727994705493051,325.0,16.0,0.0,0.0,9.0,7.0,309.0,46.0,257.0,6.0,Non-New York City
16826,Orleans,Orleans County Park PD,1994,11.727994705493051,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,Non-New York City
16827,Orleans,Orleans County Sheriff,1994,11.727994705493051,281.0,2.0,0.0,2.0,0.0,0.0,279.0,69.0,201.0,9.0,Non-New York City
16828,Orleans,Orleans County State Police,1994,11.727994705493051,124.0,19.0,1.0,2.0,2.0,14.0,105.0,45.0,53.0,7.0,Non-New York City
16829,Oswego,Central Square Vg PD,1994,11.727994705493051,17.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,15.0,0.0,Non-New York City
16830,Oswego,County Total,1994,11.727994705493051,3387.0,75.0,0.0,19.0,15.0,41.0,3312.0,740.0,2492.0,80.0,Non-New York City
16831,Oswego,Fulton City PD,1994,11.727994705493051,699.0,24.0,0.0,5.0,5.0,14.0,675.0,93.0,572.0,10.0,Non-New York City
16832,Oswego,Oswego City PD,1994,11.727994705493051,816.0,5.0,0.0,0.0,5.0,0.0,811.0,154.0,632.0,25.0,Non-New York City
16833,Oswego,Oswego County Park PD,1994,11.727994705493051,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,Non-New York City
16834,Oswego,Oswego County (RR-RC),1994,11.727994705493051,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
16835,Oswego,Oswego County Sheriff,1994,11.727994705493051,798.0,13.0,0.0,7.0,2.0,4.0,785.0,230.0,522.0,33.0,Non-New York City
16836,Oswego,Oswego County State Police,1994,11.727994705493051,687.0,17.0,0.0,6.0,1.0,10.0,670.0,235.0,430.0,5.0,Non-New York City
16837,Oswego,Phoenix Vg PD,1994,11.727994705493051,67.0,12.0,0.0,1.0,2.0,9.0,55.0,10.0,41.0,4.0,Non-New York City
16838,Oswego,Pulaski Vg PD,1994,11.727994705493051,93.0,3.0,0.0,0.0,0.0,3.0,90.0,5.0,84.0,1.0,Non-New York City
16839,Oswego,SUNY College At Oswego,1994,11.727994705493051,205.0,1.0,0.0,0.0,0.0,1.0,204.0,11.0,191.0,2.0,Non-New York City
16840,Otsego,Cooperstown Vg PD,1994,11.727994705493051,57.0,4.0,0.0,0.0,0.0,4.0,53.0,3.0,48.0,2.0,Non-New York City
16841,Otsego,County Total,1994,11.727994705493051,1243.0,87.0,1.0,6.0,10.0,70.0,1156.0,327.0,805.0,24.0,Non-New York City
16842,Otsego,Oneonta City PD,1994,11.727994705493051,399.0,27.0,0.0,0.0,6.0,21.0,372.0,80.0,289.0,3.0,Non-New York City
16843,Otsego,Otsego County Park PD,1994,11.727994705493051,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
16844,Otsego,Otsego County (RR-D and H),1994,11.727994705493051,10.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,8.0,0.0,Non-New York City
16845,Otsego,Otsego County Sheriff,1994,11.727994705493051,121.0,11.0,0.0,1.0,0.0,10.0,110.0,50.0,53.0,7.0,Non-New York City
16846,Otsego,Otsego County State Police,1994,11.727994705493051,520.0,42.0,1.0,3.0,4.0,34.0,478.0,168.0,298.0,12.0,Non-New York City
16847,Otsego,SUNY College At Oneonta,1994,11.727994705493051,134.0,3.0,0.0,2.0,0.0,1.0,131.0,24.0,107.0,0.0,Non-New York City
16848,Putnam,Carmel Town PD,1994,11.727994705493051,439.0,18.0,0.0,0.0,0.0,18.0,421.0,81.0,330.0,10.0,Non-New York City
16849,Putnam,Cold Spring Vg PD,1994,11.727994705493051,21.0,2.0,0.0,0.0,0.0,2.0,19.0,3.0,16.0,0.0,Non-New York City
16850,Putnam,County Total,1994,11.727994705493051,1391.0,64.0,1.0,9.0,5.0,49.0,1327.0,362.0,915.0,50.0,Non-New York City
16851,Putnam,Kent Town PD,1994,11.727994705493051,224.0,6.0,0.0,5.0,0.0,1.0,218.0,60.0,147.0,11.0,Non-New York City
16852,Putnam,Putnam County Park PD,1994,11.727994705493051,11.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,10.0,0.0,Non-New York City
16853,Putnam,Putnam County (RR-MN),1994,11.727994705493051,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,Non-New York City
16854,Putnam,Putnam County Sheriff,1994,11.727994705493051,359.0,20.0,1.0,3.0,1.0,15.0,339.0,136.0,194.0,9.0,Non-New York City
16855,Putnam,Putnam County State Police,1994,11.727994705493051,175.0,14.0,0.0,0.0,4.0,10.0,161.0,47.0,106.0,8.0,Non-New York City
16856,Putnam,Putnam Valley Town PD,1994,11.727994705493051,152.0,4.0,0.0,1.0,0.0,3.0,148.0,34.0,102.0,12.0,Non-New York City
16857,Queens,County Total,1994,11.727994705493051,129050.0,25412.0,268.0,521.0,14394.0,10229.0,103638.0,22302.0,45875.0,35461.0,New York City
16858,Region Total,Region Total,1994,11.727994705493051,530827.0,136571.0,1561.0,2667.0,72588.0,59755.0,394256.0,88436.0,210400.0,95420.0,New York City
16859,Region Total,Region Total,1994,11.727994705493051,388383.0,38422.0,419.0,2032.0,13961.0,22010.0,349961.0,75454.0,241252.0,33255.0,Non-New York City
16860,Rensselaer,County Total,1994,11.727994705493051,5405.0,483.0,6.0,43.0,132.0,302.0,4922.0,1273.0,3379.0,270.0,Non-New York City
16861,Rensselaer,East Greenbush Town PD,1994,11.727994705493051,362.0,34.0,1.0,1.0,2.0,30.0,328.0,58.0,256.0,14.0,Non-New York City
16862,Rensselaer,Hoosick Falls Vg PD,1994,11.727994705493051,114.0,22.0,0.0,1.0,0.0,21.0,92.0,10.0,82.0,0.0,Non-New York City
16863,Rensselaer,Nassau Vg PD,1994,11.727994705493051,15.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,11.0,0.0,Non-New York City
16864,Rensselaer,North Greenbush Town PD,1994,11.727994705493051,162.0,19.0,0.0,0.0,1.0,18.0,143.0,37.0,99.0,7.0,Non-New York City
16865,Rensselaer,Rensselaer City PD,1994,11.727994705493051,335.0,23.0,0.0,1.0,3.0,19.0,312.0,44.0,231.0,37.0,Non-New York City
16866,Rensselaer,Rensselaer County Park PD,1994,11.727994705493051,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,Non-New York City
16867,Rensselaer,Rensselaer County (RR-RC),1994,11.727994705493051,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Non-New York City
16868,Rensselaer,Rensselaer County Sheriff,1994,11.727994705493051,501.0,91.0,2.0,3.0,6.0,80.0,410.0,123.0,268.0,19.0,Non-New York City
16869,Rensselaer,Rensselaer County State Police,1994,11.727994705493051,549.0,48.0,1.0,13.0,1.0,33.0,501.0,160.0,326.0,15.0,Non-New York City
16870,Rensselaer,Rensselaer Poly Tech Police,1994,11.727994705493051,289.0,10.0,0.0,0.0,1.0,9.0,279.0,28.0,251.0,0.0,Non-New York City
16871,Rensselaer,Schodack Town PD,1994,11.727994705493051,191.0,16.0,1.0,2.0,0.0,13.0,175.0,51.0,115.0,9.0,Non-New York City
16872,Rensselaer,Troy City PD,1994,11.727994705493051,2883.0,219.0,1.0,22.0,118.0,78.0,2664.0,756.0,1739.0,169.0,Non-New York City
16873,Richmond,County Total,1994,11.727994705493051,17966.0,3189.0,34.0,62.0,1270.0,1823.0,14777.0,3235.0,7023.0,4519.0,New York City
16874,Rockland,Clarkstown Town PD,1994,11.727994705493051,2260.0,167.0,0.0,7.0,24.0,136.0,2093.0,279.0,1653.0,161.0,Non-New York City
16875,Rockland,County Total,1994,11.727994705493051,7378.0,659.0,7.0,27.0,186.0,439.0,6719.0,1190.0,5149.0,380.0,Non-New York City
16876,Rockland,Haverstraw Town PD,1994,11.727994705493051,461.0,64.0,0.0,1.0,3.0,60.0,397.0,95.0,277.0,25.0,Non-New York City
16877,Rockland,Haverstraw Vg PD,1994,11.727994705493051,153.0,48.0,1.0,0.0,11.0,36.0,105.0,25.0,72.0,8.0,Non-New York City
16878,Rockland,Orangetown Town PD,1994,11.727994705493051,847.0,88.0,0.0,1.0,23.0,64.0,759.0,153.0,566.0,40.0,Non-New York City
16879,Rockland,Piermont Vg PD,1994,11.727994705493051,64.0,6.0,0.0,0.0,0.0,6.0,58.0,12.0,46.0,0.0,Non-New York City
16880,Rockland,Ramapo Town PD,1994,11.727994705493051,1587.0,52.0,2.0,4.0,22.0,24.0,1535.0,350.0,1142.0,43.0,Non-New York City
16881,Rockland,Rockland County Park PD,1994,11.727994705493051,89.0,4.0,0.0,2.0,1.0,1.0,85.0,17.0,68.0,0.0,Non-New York City
16882,Rockland,Rockland County (RR-RC) A,1994,11.727994705493051,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,0.0,Non-New York City
16883,Rockland,Rockland County Sheriff,1994,11.727994705493051,92.0,3.0,0.0,0.0,2.0,1.0,89.0,1.0,88.0,0.0,Non-New York City
16884,Rockland,Rockland County State Police,1994,11.727994705493051,52.0,11.0,0.0,1.0,1.0,9.0,41.0,5.0,26.0,10.0,Non-New York City
16885,Rockland,South Nyack-Grand View PD,1994,11.727994705493051,101.0,15.0,0.0,1.0,4.0,10.0,86.0,23.0,58.0,5.0,Non-New York City
16886,Rockland,Spring Valley Vg PD,1994,11.727994705493051,1352.0,183.0,4.0,9.0,89.0,81.0,1169.0,177.0,912.0,80.0,Non-New York City
16887,Rockland,Stony Point Town PD,1994,11.727994705493051,98.0,5.0,0.0,0.0,1.0,4.0,93.0,17.0,73.0,3.0,Non-New York City
16888,Rockland,Suffern Vg PD,1994,11.727994705493051,216.0,13.0,0.0,1.0,5.0,7.0,203.0,35.0,163.0,5.0,Non-New York City
16889,Saratoga,Ballston Spa Vg PD,1994,11.727994705493051,188.0,7.0,0.0,1.0,0.0,6.0,181.0,41.0,128.0,12.0,Non-New York City
16890,Saratoga,Corinth Vg PD,1994,11.727994705493051,82.0,24.0,0.0,0.0,0.0,24.0,58.0,10.0,47.0,1.0,Non-New York City
16891,Saratoga,County Total,1994,11.727994705493051,4154.0,456.0,5.0,24.0,22.0,405.0,3698.0,825.0,2768.0,105.0,Non-New York City
16892,Saratoga,Mechanicville City PD,1994,11.727994705493051,147.0,27.0,0.0,1.0,0.0,26.0,120.0,45.0,74.0,1.0,Non-New York City
16893,Saratoga,Saratoga County Park PD,1994,11.727994705493051,40.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,39.0,0.0,Non-New York City
16894,Saratoga,Saratoga County (RR-D and H),1994,11.727994705493051,8.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,7.0,0.0,Non-New York City
16895,Saratoga,Saratoga County Sheriff,1994,11.727994705493051,1164.0,51.0,3.0,11.0,7.0,30.0,1113.0,294.0,788.0,31.0,Non-New York City
16896,Saratoga,Saratoga County State Police,1994,11.727994705493051,714.0,49.0,2.0,5.0,5.0,37.0,665.0,193.0,453.0,19.0,Non-New York City
16897,Saratoga,Saratoga Springs City PD,1994,11.727994705493051,1459.0,277.0,0.0,5.0,8.0,264.0,1182.0,193.0,952.0,37.0,Non-New York City
16898,Saratoga,South Glens Falls Vg PD,1994,11.727994705493051,155.0,4.0,0.0,0.0,0.0,4.0,151.0,3.0,147.0,1.0,Non-New York City
16899,Saratoga,Stillwater Town PD,1994,11.727994705493051,40.0,5.0,0.0,0.0,0.0,5.0,35.0,12.0,22.0,1.0,Non-New York City
16900,Saratoga,Waterford Town and Vg PD,1994,11.727994705493051,157.0,12.0,0.0,1.0,2.0,9.0,145.0,32.0,111.0,2.0,Non-New York City
16901,Schenectady,County Total,1994,11.727994705493051,6813.0,783.0,0.0,35.0,295.0,453.0,6030.0,1670.0,4065.0,295.0,Non-New York City
16902,Schenectady,Glenville Town PD,1994,11.727994705493051,474.0,35.0,0.0,2.0,2.0,31.0,439.0,108.0,309.0,22.0,Non-New York City
16903,Schenectady,Niskayuna Town PD,1994,11.727994705493051,679.0,52.0,0.0,1.0,10.0,41.0,627.0,95.0,519.0,13.0,Non-New York City
16904,Schenectady,Rotterdam Town PD,1994,11.727994705493051,1232.0,14.0,0.0,0.0,11.0,3.0,1218.0,197.0,955.0,66.0,Non-New York City
16905,Schenectady,Schenectady City PD,1994,11.727994705493051,4099.0,675.0,0.0,31.0,268.0,376.0,3424.0,1231.0,2008.0,185.0,Non-New York City
16906,Schenectady,Schenectady County (RR-D and H),1994,11.727994705493051,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,Non-New York City
16907,Schenectady,Schenectady County (RR-RC),1994,11.727994705493051,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Non-New York City
16908,Schenectady,Schenectady County Sheriff,1994,11.727994705493051,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
16909,Schenectady,Schenectady County State Police,1994,11.727994705493051,77.0,1.0,0.0,0.0,0.0,1.0,76.0,20.0,52.0,4.0,Non-New York City
16910,Schenectady,Scotia Vg PD,1994,11.727994705493051,246.0,6.0,0.0,1.0,4.0,1.0,240.0,18.0,217.0,5.0,Non-New York City
16911,Schoharie,Cobleskill Vg PD,1994,11.727994705493051,131.0,29.0,0.0,1.0,1.0,27.0,102.0,11.0,88.0,3.0,Non-New York City
16912,Schoharie,County Total,1994,11.727994705493051,540.0,47.0,0.0,4.0,3.0,40.0,493.0,152.0,331.0,10.0,Non-New York City
16913,Schoharie,Schoharie County Sheriff,1994,11.727994705493051,64.0,0.0,0.0,0.0,0.0,0.0,64.0,21.0,40.0,3.0,Non-New York City
16914,Schoharie,Schoharie County State Police,1994,11.727994705493051,222.0,12.0,0.0,1.0,1.0,10.0,210.0,85.0,121.0,4.0,Non-New York City
16915,Schoharie,Schoharie Vg PD,1994,11.727994705493051,19.0,1.0,0.0,0.0,0.0,1.0,18.0,6.0,12.0,0.0,Non-New York City
16916,Schoharie,SUNY College At Cobleskill,1994,11.727994705493051,104.0,5.0,0.0,2.0,1.0,2.0,99.0,29.0,70.0,0.0,Non-New York City
16917,Schuyler,County Total,1994,11.727994705493051,338.0,36.0,1.0,6.0,3.0,26.0,302.0,70.0,212.0,20.0,Non-New York City
16918,Schuyler,Schuyler County Park PD,1994,11.727994705493051,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,Non-New York City
16919,Schuyler,Schuyler County Sheriff,1994,11.727994705493051,178.0,14.0,1.0,5.0,2.0,6.0,164.0,43.0,112.0,9.0,Non-New York City
16920,Schuyler,Schuyler County State Police,1994,11.727994705493051,35.0,3.0,0.0,1.0,0.0,2.0,32.0,17.0,11.0,4.0,Non-New York City
16921,Schuyler,Watkins Glen Vg PD,1994,11.727994705493051,109.0,19.0,0.0,0.0,1.0,18.0,90.0,10.0,73.0,7.0,Non-New York City
16922,Seneca,County Total,1994,11.727994705493051,787.0,47.0,0.0,6.0,2.0,39.0,740.0,197.0,522.0,21.0,Non-New York City
16923,Seneca,Interlaken Vg PD,1994,11.727994705493051,19.0,0.0,0.0,0.0,0.0,0.0,19.0,6.0,13.0,0.0,Non-New York City
16924,Seneca,Seneca County Park PD,1994,11.727994705493051,25.0,1.0,0.0,0.0,0.0,1.0,24.0,4.0,20.0,0.0,Non-New York City
16925,Seneca,Seneca County (RR-RC),1994,11.727994705493051,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
16926,Seneca,Seneca County Sheriff,1994,11.727994705493051,289.0,31.0,0.0,4.0,1.0,26.0,258.0,93.0,153.0,12.0,Non-New York City
16927,Seneca,Seneca County State Police,1994,11.727994705493051,140.0,3.0,0.0,1.0,0.0,2.0,137.0,25.0,111.0,1.0,Non-New York City
16928,Seneca,Seneca Falls Vg PD,1994,11.727994705493051,66.0,6.0,0.0,0.0,1.0,5.0,60.0,11.0,48.0,1.0,Non-New York City
16929,Seneca,Waterloo Vg PD,1994,11.727994705493051,247.0,6.0,0.0,1.0,0.0,5.0,241.0,58.0,176.0,7.0,Non-New York City
16930,Steuben,Addison Vg PD,1994,11.727994705493051,61.0,16.0,0.0,0.0,1.0,15.0,45.0,8.0,35.0,2.0,Non-New York City
16931,Steuben,Avoca Vg PD,1994,11.727994705493051,16.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,13.0,0.0,Non-New York City
16932,Steuben,Bath Vg PD,1994,11.727994705493051,426.0,11.0,0.0,3.0,0.0,8.0,415.0,56.0,353.0,6.0,Non-New York City
16933,Steuben,Canisteo Vg PD,1994,11.727994705493051,103.0,11.0,0.0,3.0,0.0,8.0,92.0,28.0,58.0,6.0,Non-New York City
16934,Steuben,Cohocton Town PD,1994,11.727994705493051,12.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,10.0,0.0,Non-New York City
16935,Steuben,Corning City PD,1994,11.727994705493051,861.0,61.0,0.0,5.0,7.0,49.0,800.0,72.0,715.0,13.0,Non-New York City
16936,Steuben,County Total,1994,11.727994705493051,3303.0,221.0,0.0,19.0,14.0,188.0,3082.0,615.0,2410.0,57.0,Non-New York City
16937,Steuben,Hornell City PD,1994,11.727994705493051,537.0,58.0,0.0,2.0,4.0,52.0,479.0,43.0,429.0,7.0,Non-New York City
16938,Steuben,Painted Post Vg PD,1994,11.727994705493051,41.0,1.0,0.0,0.0,0.0,1.0,40.0,2.0,36.0,2.0,Non-New York City
16939,Steuben,Steuben County Park PD,1994,11.727994705493051,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
16940,Steuben,Steuben County (RR-RC),1994,11.727994705493051,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,Non-New York City
16941,Steuben,Steuben County Sheriff,1994,11.727994705493051,414.0,2.0,0.0,0.0,0.0,2.0,412.0,173.0,236.0,3.0,Non-New York City
16942,Steuben,Steuben County State Police,1994,11.727994705493051,749.0,58.0,0.0,6.0,2.0,50.0,691.0,217.0,459.0,15.0,Non-New York City
16943,Steuben,Wayland Vg PD,1994,11.727994705493051,78.0,3.0,0.0,0.0,0.0,3.0,75.0,11.0,61.0,3.0,Non-New York City
16944,St Lawrence,Canton Vg PD,1994,11.727994705493051,322.0,4.0,0.0,1.0,1.0,2.0,318.0,30.0,285.0,3.0,Non-New York City
16945,St Lawrence,County Total,1994,11.727994705493051,3446.0,208.0,2.0,27.0,15.0,164.0,3238.0,697.0,2465.0,76.0,Non-New York City
16946,St Lawrence,Gouverneur Vg PD,1994,11.727994705493051,277.0,25.0,0.0,2.0,3.0,20.0,252.0,48.0,201.0,3.0,Non-New York City
16947,St Lawrence,Massena Vg PD,1994,11.727994705493051,198.0,15.0,0.0,1.0,0.0,14.0,183.0,52.0,129.0,2.0,Non-New York City
16948,St Lawrence,Norwood Vg PD,1994,11.727994705493051,39.0,2.0,0.0,0.0,0.0,2.0,37.0,7.0,30.0,0.0,Non-New York City
16949,St Lawrence,Ogdensburg City PD,1994,11.727994705493051,488.0,3.0,1.0,0.0,1.0,1.0,485.0,96.0,382.0,7.0,Non-New York City
16950,St Lawrence,Potsdam Vg PD,1994,11.727994705493051,427.0,26.0,0.0,12.0,0.0,14.0,401.0,33.0,358.0,10.0,Non-New York City
16951,St Lawrence,St Lawrence County Park PD,1994,11.727994705493051,18.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,17.0,0.0,Non-New York City
16952,St Lawrence,St Lawrence County (RR-RC),1994,11.727994705493051,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,Non-New York City
16953,St Lawrence,St Lawrence County Sheriff,1994,11.727994705493051,586.0,59.0,0.0,5.0,4.0,50.0,527.0,203.0,296.0,28.0,Non-New York City
16954,St Lawrence,St Lawrence County State Police,1994,11.727994705493051,762.0,72.0,1.0,6.0,4.0,61.0,690.0,222.0,446.0,22.0,Non-New York City
16955,St Lawrence,SUNY College At Canton,1994,11.727994705493051,165.0,2.0,0.0,0.0,2.0,0.0,163.0,2.0,161.0,0.0,Non-New York City
16956,St Lawrence,SUNY College At Potsdam,1994,11.727994705493051,161.0,0.0,0.0,0.0,0.0,0.0,161.0,3.0,157.0,1.0,Non-New York City
16957,Suffolk,Amityville Vg PD,1994,11.727994705493051,326.0,20.0,0.0,2.0,10.0,8.0,306.0,51.0,220.0,35.0,Non-New York City
16958,Suffolk,Asharoken Vg PD,1994,11.727994705493051,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,Non-New York City
16959,Suffolk,County Total,1994,11.727994705493051,51720.0,3154.0,46.0,58.0,1340.0,1710.0,48566.0,9996.0,32713.0,5857.0,Non-New York City
16960,Suffolk,East Hampton Town PD,1994,11.727994705493051,543.0,8.0,0.0,1.0,1.0,6.0,535.0,190.0,330.0,15.0,Non-New York City
16961,Suffolk,East Hampton Vg PD,1994,11.727994705493051,176.0,7.0,0.0,1.0,2.0,4.0,169.0,31.0,137.0,1.0,Non-New York City
16962,Suffolk,Greeport Vg PD,1994,11.727994705493051,131.0,20.0,0.0,1.0,1.0,18.0,111.0,37.0,73.0,1.0,Non-New York City
16963,Suffolk,Head-of-the-Harbor Vg PD,1994,11.727994705493051,21.0,1.0,0.0,0.0,0.0,1.0,20.0,6.0,14.0,0.0,Non-New York City
16964,Suffolk,Huntington Bay Vg PD,1994,11.727994705493051,17.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,11.0,1.0,Non-New York City
16965,Suffolk,Lloyd Harbor Vg PD,1994,11.727994705493051,61.0,8.0,0.0,1.0,0.0,7.0,53.0,6.0,41.0,6.0,Non-New York City
16966,Suffolk,Nissequogue Vg PD,1994,11.727994705493051,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,Non-New York City
16967,Suffolk,Northport Vg PD,1994,11.727994705493051,169.0,0.0,0.0,0.0,0.0,0.0,169.0,21.0,124.0,24.0,Non-New York City
16968,Suffolk,Ocean Beach Vg PD,1994,11.727994705493051,54.0,7.0,0.0,0.0,0.0,7.0,47.0,14.0,32.0,1.0,Non-New York City
16969,Suffolk,Quogue Vg PD,1994,11.727994705493051,38.0,8.0,0.0,0.0,0.0,8.0,30.0,12.0,15.0,3.0,Non-New York City
16970,Suffolk,Riverhead Town PD,1994,11.727994705493051,1048.0,242.0,7.0,0.0,33.0,202.0,806.0,290.0,470.0,46.0,Non-New York City
16971,Suffolk,Sag Harbor Vg PD,1994,11.727994705493051,75.0,6.0,0.0,0.0,0.0,6.0,69.0,2.0,67.0,0.0,Non-New York City
16972,Suffolk,Saltaire Vg PD,1994,11.727994705493051,11.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,8.0,0.0,Non-New York City
16973,Suffolk,Shelter Island Town PD,1994,11.727994705493051,63.0,0.0,0.0,0.0,0.0,0.0,63.0,4.0,55.0,4.0,Non-New York City
16974,Suffolk,Southampton Town PD,1994,11.727994705493051,1881.0,143.0,2.0,6.0,24.0,111.0,1738.0,534.0,1095.0,109.0,Non-New York City
16975,Suffolk,Southampton Vg PD,1994,11.727994705493051,276.0,43.0,0.0,3.0,4.0,36.0,233.0,43.0,175.0,15.0,Non-New York City
16976,Suffolk,Southold Town PD,1994,11.727994705493051,410.0,8.0,0.0,0.0,6.0,2.0,402.0,125.0,277.0,0.0,Non-New York City
16977,Suffolk,Suffolk County Park PD,1994,11.727994705493051,108.0,15.0,0.0,0.0,7.0,8.0,93.0,6.0,81.0,6.0,Non-New York City
16978,Suffolk,Suffolk County Park Police,1994,11.727994705493051,60.0,1.0,0.0,0.0,0.0,1.0,59.0,6.0,51.0,2.0,Non-New York City
16979,Suffolk,Suffolk County PD,1994,11.727994705493051,45016.0,2523.0,37.0,40.0,1226.0,1220.0,42493.0,8419.0,28523.0,5551.0,Non-New York City
16980,Suffolk,Suffolk County (RR-LI),1994,11.727994705493051,73.0,23.0,0.0,0.0,12.0,11.0,50.0,1.0,48.0,1.0,Non-New York City
16981,Suffolk,Suffolk County Sheriff,1994,11.727994705493051,55.0,34.0,0.0,2.0,8.0,24.0,21.0,17.0,4.0,0.0,Non-New York City
16982,Suffolk,Suffolk County State Police,1994,11.727994705493051,55.0,19.0,0.0,0.0,3.0,16.0,36.0,18.0,15.0,3.0,Non-New York City
16983,Suffolk,SUNY College At Farmingdale,1994,11.727994705493051,162.0,2.0,0.0,0.0,0.0,2.0,160.0,41.0,114.0,5.0,Non-New York City
16984,Suffolk,SUNY - Stony Brook,1994,11.727994705493051,728.0,4.0,0.0,1.0,2.0,1.0,724.0,57.0,650.0,17.0,Non-New York City
16985,Suffolk,Westhampton Beach Vg PD,1994,11.727994705493051,157.0,12.0,0.0,0.0,1.0,11.0,145.0,55.0,79.0,11.0,Non-New York City
16986,Sullivan,County Total,1994,11.727994705493051,3115.0,381.0,5.0,25.0,42.0,309.0,2734.0,1158.0,1468.0,108.0,Non-New York City
16987,Sullivan,Fallsburg Town PD,1994,11.727994705493051,419.0,23.0,2.0,1.0,3.0,17.0,396.0,223.0,155.0,18.0,Non-New York City
16988,Sullivan,Liberty Vg PD,1994,11.727994705493051,387.0,49.0,0.0,0.0,8.0,41.0,338.0,51.0,276.0,11.0,Non-New York City
16989,Sullivan,Monticello Vg PD,1994,11.727994705493051,551.0,64.0,1.0,4.0,19.0,40.0,487.0,159.0,311.0,17.0,Non-New York City
16990,Sullivan,Neversink PCT (NYC-BWSP),1994,11.727994705493051,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,Non-New York City
16991,Sullivan,Sullivan County (RR-RC) ,1994,11.727994705493051,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
16992,Sullivan,Sullivan County Sheriff,1994,11.727994705493051,839.0,148.0,1.0,12.0,3.0,132.0,691.0,323.0,332.0,36.0,Non-New York City
16993,Sullivan,Sullivan County State Police,1994,11.727994705493051,839.0,91.0,1.0,8.0,8.0,74.0,748.0,378.0,345.0,25.0,Non-New York City
16994,Sullivan,Woodridge Vg PD,1994,11.727994705493051,67.0,6.0,0.0,0.0,1.0,5.0,61.0,24.0,36.0,1.0,Non-New York City
16995,Tioga,County Total,1994,11.727994705493051,1020.0,137.0,5.0,9.0,7.0,116.0,883.0,183.0,676.0,24.0,Non-New York City
16996,Tioga,Owego Vg PD,1994,11.727994705493051,384.0,50.0,0.0,7.0,6.0,37.0,334.0,77.0,246.0,11.0,Non-New York City
16997,Tioga,Tioga County (RR-RC) ,1994,11.727994705493051,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,Non-New York City
16998,Tioga,Tioga County Sheriff,1994,11.727994705493051,183.0,41.0,0.0,1.0,0.0,40.0,142.0,35.0,98.0,9.0,Non-New York City
16999,Tioga,Tioga County State Police,1994,11.727994705493051,156.0,12.0,5.0,1.0,1.0,5.0,144.0,46.0,95.0,3.0,Non-New York City
17000,Tioga,Waverly Vg PD,1994,11.727994705493051,294.0,34.0,0.0,0.0,0.0,34.0,260.0,25.0,234.0,1.0,Non-New York City
17001,Tompkins,Cayuga Heights Vg PD,1994,11.727994705493051,72.0,1.0,0.0,0.0,1.0,0.0,71.0,6.0,65.0,0.0,Non-New York City
